Title,Model,Gold Weight,Brilliant Weight,Brilliant Type,Color Grade,Clarity,Polish,Quality Type,Guaranty Type,Stone Weight,Price
ست حلقه ازدواج طلا سفید و زرد با نگین الماس تراش برلیان , srd1199,13/910,1/36 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,113720000
ست حلقه ازدواج طلا سفید و زرد با نگین الماس تراش برلیان , srd1198,13/140,1/29 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,107400000
ست حلقه ازدواج طلا سفید و زرد با نگین الماس تراش برلیان , srd1197,12/560,1/23 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,102720000
ست حلقه ازدواج طلا سفید و زرد با نگین الماس تراش برلیان , srd1196,9/420,0/92 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,76980000
ست حلقه ازدواج طلا سفید و زرد با نگین الماس تراش برلیان و پرنسس , srd1195,8/270,0/81 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,67620000
ست حلقه ازدواج طلا سفید و زرد با نگین الماس تراش برلیان , srd1194,13/440,1/32 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,109840000
ست حلقه ازدواج طلا زرد با نگین الماس تراش برلیان , srd1193,13/070,1/28 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,106860000
ست حلقه ازدواج طلا زرد و سفید با نگین برلیان , srd1192,5/580,0/55 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,45630000
ست حلقه ازدواج طلا زرد با نگین الماس تراش برلیان , srd1191,10/320,1/01 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,84380000
ست حلقه ازدواج طلا زرد با نگین الماس تراش برلیان , srd1190,12/480,1/22 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,102040000
ست حلقه ازدواج طلا سفید با نگین الماس تراش برلیان , srd1189,9/480,0/93 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,77500000
ست حلقه ازدواج طلا زرد و سفید با نگین الماس تراش برلیان , srd1188,12/340,1/21 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,100890000
ست حلقه ازدواج طلا زرد با نگین الماس تراش برلیان , srd1187,10/470,1/03 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,85610000
ست حلقه ازدواج طلا زرد و سفید با نگین الماس تراش برلیان , srd1186,9/510,0/93 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,77730000
ست حلقه ازدواج طلا با نگین الماس تراش برلیان , srd1185,7/990,0/78 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,65350000
ست حلقه ازدواج طلا سفید با نگین الماس تراش برلیان , srd1184,8/080,0/79 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,66040000
ست حلقه ازدواج طلا با نگین الماس تراش برلیان , srd1183,7/800,0/76 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,63740000
ست حلقه ازدواج طلا زرد با نگین برلیان طرح اسم عروس و داماد , srd1182,10/300,1/01 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,84180000
ست حلقه ازدواج طلا سفید و زرد با نگین برلیان طرح ورساچی , srd1181,11/750,1/15 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,96050000
ست حلقه ازدواج طلا سفید با نگین برلیان طرح پازل قلب با طرح ورساچی , srd1180,10/480,1/03 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,85670000
ست حلقه ازدواج طلای زرد و سفید با نگین برلیان طرح بولگاری , srd1179,10/270,1/01 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,83960000
ست حلقه ازدواج طلای زرد و سفید با نگین برلیان , srd1178,15/580,1/53 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,127350000
ست حلقه ازدواج طلای زرد با نگین برلیان , srd1177,15/260,1/50 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,124760000
ست حلقه ازدواج طلا سفید با نگین الماس تراش برلیان , srd1176,15/260,1/50 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,124760000
ست حلقه ازدواج طلای زرد و سفید با نگین برلیان , srd1175,11/620,1/14 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,94970000
ست حلقه ازدواج طلای زرد و سفید با نگین برلیان , srd1173,16/900,1/66 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,138140000
ست حلقه ازدواج طلای زرد با نگین برلیان , srd1172,8/980,0/88 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,73380000
ست حلقه ازدواج طلای زرد مات و براق با نگین برلیان , srd1171,12/280,1/20 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,100370000
ست حلقه ازدواج طلا سفید با نگین برلیان , srd1170,15/310,1/50 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,125190000
ست حلقه عروسی طلای زرد و سفید با نگین برلیان , srd1169,6/310,0/62 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,51610000
ست حلقه عروسی طلای زرد با نگین برلیان طرح ورساچه , srd1168,7/050,0/69 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,57630000
ست حلقه عروسی طلای سفید با نگین برلیان , srd1167,7/560,0/74 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,61770000
ست حلقه عروسی طلای زرد و سفید با نگین برلیان , srd1166,17/760,1/74 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,145190000
ست حلقه عروسی طلای رنگی و سفید با نگین برلیان , srd1165,7/230,0/71 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,59080000
ست حلقه عروسی طلای زرد و سفید با نگین برلیان , srd1164,8/680,0/85 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,70930000
ست حلقه عروسی با نگین الماس تراش برلیان , srd1163,7/450,0/73 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,60940000
ست حلقه عروسی طلای سفید با نگین الماس تراش برلیان , srd1162,8/490,0/83 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,69440000
ست حلقه عروسی طلای زرد و سفید با نگین برلیان , srd1161,12/400,1/22 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,101370000
ست حلقه عروسی طلای مسی و سفید با نگین برلیان , srd1160,11/060,1/08 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,90450000
ست حلقه عروسی طلای سفید با نگین برلیان , srd1159,10/040,0/98 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,82090000
ست حلقه عروسی با نگین الماس تراش برلیان , srd1158,8/590,0/84 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,69650000
حلقه ست عروسی طلای رزگلد و سفید با نگین برلیان , srd1157,10/790,1/06 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,88240000
حلقه ست عروسی طلا با نگین الماس تراش برلیان , srd1156,13/850,1/36 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,113200000
حلقه ست عروسی طلای زرد و سفید با نگین برلیان , srd1155,8/750,0/86 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,71510000
حلقه ست عروسی طلای سفید با نگین برلیان , srd1154,9/580,0/94 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,78360000
حلقه ست عروسی طلای زرد و سفید با نگین برلیان , srd1153,8/340,0/82 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,68200000
حلقه ست عروسی طلای سفید با نگین برلیان , srd1152,9/260,0/91 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,75660000
حلقه ست عروسی طلای زرد و سفید با نگین برلیان , srd1151,11/280,1/11 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,92240000
حلقه ست عروسی طلای سفید با نگین برلیان , srd1150,9/890,0/97 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,80840000
حلقه ست عروسی طلای زرد و سفید با نگین برلیان , srd1149,11/080,1/09 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,90580000
حلقه ست عروسی طلای سفید با نگین برلیان , srd1148,8/240,0/81 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,67370000
حلقه ست عروسی طلای زرد و سفید با نگین برلیان , srd1147,9/000,0/88 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,73590000
حلقه ست عروسی طلای سفید با نگین برلیان , srd1146,8/090,0/79 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,66120000
حلقه ست عروسی طلای زرد با نگین برلیان طرح قلب , srd1145,7/310,0/72 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,59720000
حلقه ست عروسی طلای سفید با نگین برلیان طرح قلب , srd1144,7/310,0/72 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,59720000
حلقه ست عروسی طلای زرد با نگین الماس تراش برلیان , srd1143,7/820,0/77 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,63940000
حلقه ست عروسی طلا با نگین الماس تراش برلیان , srd1142,6/850,0/67 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,55980000
حلقه ست عروسی طلای زرد با نگین الماس تراش برلیان , srd1141,10/260,1/01 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,83860000
حلقه ست عروسی طلای سفید با نگین برلیان , srd1140,10/530,1/03 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,86100000
حلقه ست عروسی طلای زرد با نگین برلیان , srd1139,9/060,0/89 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,74050000
حلقه ست عروسی طلای سفید با نگین برلیان , srd1138,9/030,0/88 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,73790000
حلقه ست عروسی طلای زرد و سفید با نگین برلیان , srd1137,7/740,0/76 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,63250000
حلقه ست عروسی طلای زرد و سفید با نگین برلیان , srd1136,10/540,1/03 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,86150000
حلقه ست عروسی طلای زرد با نگین برلیان , srd1135,7/260,0/71 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,59350000
حلقه ست عروسی طلای سفید با نگین برلیان , srd1134,7/040,0/69 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,57520000
حلقه ست عروسی طلای زرد با نگین برلیان , srd1133,7/310,0/72 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,59720000
حلقه ست عروسی طلای سفید با نگین برلیان , srd1132,6/290,0/62 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,51410000
حلقه ست عروسی طلای زرد با نگین برلیان , srd1131,7/200,0/71 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,58840000
حلقه ست عروسی طلای سفید با نگین برلیان , srd1130,9/160,0/90 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,74890000
حلقه ست عروسی طلای زرد با نگین برلیان , srd1129,7/030,0/69 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,57500000
حلقه ست عروسی طلای سفید با نگین الماس تراش برلیان , srd1128,7/560,0/74 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,61820000
حلقه ست عروسی با نگین الماس تراش برلیان , srd1127,7/820,0/77 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,63940000
حلقه ست عروسی طلای سفید با نگین الماس برلیان , srd1126,6/490,0/64 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,53060000
حلقه ست عروسی طلای زرد با نگین برلیان , srd1125,6/380,0/63 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,52180000
حلقه ست عروسی طلای سفید با نگین الماس تراش برلیان , srd1124,6/630,0/65 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,54170000
حلقه ست عروسی طلای زرد با نگین الماس تراش برلیان , srd1123,7/280,0/71 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,59500000
حلقه ست عروسی طلای سفید با نگین الماس تراش برلیان , srd1122,7/510,0/74 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,61390000
ست حلقه عروسی طلای سفید و زرد با نگین برلیان , srd1121,8/220,0/81 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,67230000
ست حلقه عروسی طلای سفید و زرد با نگین برلیان طرح چنل , srd1120,9/440,0/92 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,77130000
ست حلقه عروسی طلای سفید و زرد با نگین برلیان , srd1119,9/450,0/93 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,77260000
ست حلقه عروسی طلای سفید و زرد با نگین برلیان , srd1118,10/300,1/01 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,84170000
ست حلقه عروسی طلای زرد و سفید با نگین برلیان , srd1117,6/660,0/65 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,54460000
ست حلقه عروسی طلای سفید و زرد با نگین برلیان , srd1116,10/150,1/00 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,83000000
ست حلقه عروسی طلای سفید و زرد با نگین برلیان طرح ورساچی , srd1115,10/170,1/00 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,83130000
ست حلقه عروسی طلای سفید و زرد با نگین برلیان , srd1114,10/300,1/01 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,84170000
ست حلقه عروسی طلای سفید و زرد با نگین برلیان طرح پازل قلب , srd1113,9/470,0/93 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,77390000
ست حلقه عروسی طلای سفید و گلی با نگین برلیان , srd1112,7/890,0/77 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,64490000
ست حلقه عروسی طلای سفید و زرد با نگین برلیان , srd1111,11/350,1/11 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,92770000
ست حلقه عروسی طلای سفید و زرد با نگین برلیان طرح بافت , srd1110,20/660,2/02 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,168900000
ست حلقه عروسی طلای سفید و زرد با نگین برلیان  , srd1109,10/420,1/02 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,85210000
ست حلقه عروسی طلای زرد و سفید با نگین برلیان , srd1108,22/850,2/24 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,186820000
ست حلقه عروسی طلای رزگلد و سفید با نگین برلیان , srd1107,10/310,1/01 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,84300000
ست حلقه عروسی طلای سفید دوتایی با نگین برلیان , srd1106,5/780,0/57 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,47230000
ست حلقه عروسی طلای زرد و سفید با نگین برلیان , srd1105,7/750,0/76 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,63320000
ست حلقه عروسی طلای رزگلد و سفید و زرد با نگین برلیان , srd1104,10/120,0/99 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,82740000
ست حلقه عروسی طلای رزگلد و سفید با نگین برلیان , srd1102,11/700,1/15 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,95620000
ست حلقه عروسی طلای زرد و سفید با نگین برلیان , srd1101,20/770,2/04 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,169770000
ست حلقه عروسی سه تایی طلای رزگلد و سفید و زرد با نگین برلیان , srd1100,6/930,0/68 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,56680000
ست حلقه عروسی طلای زرد و سفید با نگین برلیان طرح رومی , srd1099,18/070,1/77 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,147750000
ست حلقه عروسی طلای رزگلد و سفید با نگین برلیان , srd1098,7/280,0/71 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,59540000
ست حلقه عروسی طلای رزگلد و سفید با نگین برلیان , srd1097,7/720,0/76 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,63120000
ست حلقه عروسی طلا زرد و سفید با نگین برلیان , srd1096,10/400,1/02 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,85020000
ست حلقه عروسی طلا زرد و سفید با نگین برلیان , srd1095,8/850,0/87 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,72310000
ست حلقه عروسی طلای زرد و سفید با نگین برلیان , srd1094,10/610,1/04 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,86780000
